,userid,itemid,labels
32533,307,1221,0
32534,307,1392,0
32535,307,77,0
32536,307,1428,0
32537,307,1353,0
32538,307,1535,0
32539,307,965,0
32540,307,86,0
32541,307,285,0
32542,307,484,0
32543,307,1648,0
32544,307,852,0
32545,307,288,0
32546,307,836,0
32547,307,1385,0
32548,307,300,0
32549,307,1320,0
32550,307,974,0
32551,307,366,0
32552,307,53,0
32553,307,591,0
32554,307,1336,0
32555,307,578,0
32556,307,1468,0
32557,307,1415,0
32558,307,554,0
32559,307,987,0
32560,307,497,0
32561,307,912,0
32562,307,1107,0
32563,307,1204,0
32564,307,1210,0
32565,307,706,0
32566,307,1415,0
32567,307,1615,0
32568,307,1563,0
32569,307,534,0
32570,307,575,0
32571,307,934,0
32572,307,1005,0
32573,307,1622,0
32574,307,613,0
32575,307,1590,0
32576,307,362,0
32577,307,824,0
32578,307,1219,0
32579,307,1565,0
32580,307,531,0
32581,307,314,0
32582,307,1507,0
32583,307,735,0
32584,307,1297,0
32585,307,115,0
32586,307,1633,0
32587,307,1067,0
32588,307,617,0
32589,307,1597,0
32590,307,1327,0
32591,307,184,0
32592,307,1199,0
32593,307,1322,0
32594,307,633,0
32595,307,1222,0
32596,307,1612,0
32597,307,792,0
32598,307,251,0
32599,307,295,0
32600,307,1247,0
32601,307,364,0
32602,307,1384,0
32603,307,251,0
32604,307,1366,0
32605,307,267,0
32606,307,582,0
32607,307,1661,0
32608,307,628,0
32609,307,249,0
32610,307,299,0
32611,307,137,0
32612,307,435,0
32613,307,25,0
32614,307,579,0
32615,307,1306,0
32616,307,1211,0
32617,307,1351,0
32618,307,25,0
32619,307,281,0
32620,307,828,0
32621,307,1018,0
32622,307,592,0
32623,307,1207,0
32624,307,1187,0
32625,307,42,0
32626,307,1265,0
32627,307,1191,0
32628,307,1579,0
32629,307,130,0
32630,307,834,0
32631,307,1227,0
32632,307,835,0
32633,307,1544,0
32634,307,974,0
32635,307,30,0
32636,307,918,0
32637,307,1437,0
32638,307,238,0
32639,307,1008,0
32640,308,1009,0
32641,308,1617,0
32642,308,1493,0
32643,308,924,0
32644,308,1297,0
32645,308,1164,0
32646,308,1415,0
32647,308,819,0
32648,308,282,0
32649,308,1034,0
32650,308,548,0
32651,308,1172,0
32652,308,643,0
32653,308,1207,0
32654,308,763,0
32655,308,1105,0
32656,308,1120,0
32657,308,860,0
32658,308,674,0
32659,308,137,0
32660,308,352,0
32661,308,1139,0
32662,308,749,0
32663,308,261,0
32664,308,1245,0
32665,308,855,0
32666,308,905,0
32667,308,538,0
32668,308,1644,0
32669,308,1459,0
32670,308,320,0
32671,308,733,0
32672,308,985,0
32673,308,734,0
32674,308,1512,0
32675,308,51,0
32676,308,1518,0
32677,308,1498,0
32678,308,1193,0
32679,308,977,0
32680,308,1076,0
32681,308,1493,0
32682,308,780,0
32683,308,78,0
32684,308,772,0
32685,308,1398,0
32686,308,990,0
32687,308,917,0
32688,308,1231,0
32689,308,94,0
32690,308,1178,0
32691,308,314,0
32692,308,1141,0
32693,308,600,0
32694,308,719,0
32695,308,1354,0
32696,308,84,0
32697,308,53,0
32698,308,363,0
32699,308,370,0
32700,308,292,0
32701,308,1253,0
32702,308,564,0
32703,308,912,0
32704,308,1267,0
32705,308,1098,0
32706,308,982,0
32707,308,1012,0
32708,308,1527,0
32709,308,1532,0
32710,308,1367,0
32711,308,1563,0
32712,308,1464,0
32713,308,784,0
32714,308,1380,0
32715,308,1012,0
32716,308,891,0
32717,308,1116,0
32718,308,1315,0
32719,308,1155,0
32720,308,1643,0
32721,308,115,0
32722,308,253,0
32723,308,453,0
32724,308,1088,0
32725,308,1676,0
32726,308,1627,0
32727,308,1623,0
32728,308,316,0
32729,308,570,0
32730,308,362,0
32731,308,1096,0
32732,308,850,0
32733,308,1111,0
32734,308,1041,0
32735,308,839,0
32736,308,242,0
32737,308,167,0
32738,308,1538,0
32739,308,1116,0
32740,308,779,0
32741,308,1099,0
32742,308,334,0
32743,308,950,0
32744,308,1567,0
32745,308,900,0
32746,308,451,0
32747,308,1048,0
32748,308,1306,0
32749,308,328,0
32750,308,476,0
32751,308,986,0
32752,308,1461,0
32753,308,1320,0
32754,308,1454,0
32755,308,751,0
32756,308,1323,0
32757,308,1339,0
32758,308,1299,0
32759,308,1248,0
32760,308,867,0
32761,308,1376,0
32762,308,26,0
32763,308,348,0
32764,308,1125,0
32765,308,1400,0
32766,308,533,0
32767,308,1231,0
32768,308,1616,0
32769,308,922,0
32770,308,1151,0
32771,308,868,0
32772,308,1226,0
32773,308,251,0
32774,308,1174,0
32775,308,372,0
32776,308,1034,0
32777,308,1008,0
32778,308,29,0
32779,308,707,0
32780,308,943,0
32781,308,1607,0
32782,308,552,0
32783,308,961,0
32784,308,586,0
32785,308,1235,0
32786,308,282,0
32787,308,1315,0
32788,308,306,0
32789,308,939,0
32790,308,1296,0
32791,308,1208,0
32792,308,1096,0
32793,308,40,0
32794,308,1342,0
32795,308,1277,0
32796,308,627,0
32797,308,1156,0
32798,308,854,0
32799,308,1353,0
32800,308,573,0
32801,308,457,0
32802,308,1192,0
32803,308,562,0
32804,308,1364,0
32805,308,1409,0
32806,308,381,0
32807,308,1289,0
32808,308,1586,0
32809,308,1278,0
32810,308,267,0
32811,308,1246,0
32812,308,764,0
32813,308,1599,0
32814,308,453,0
32815,308,738,0
32816,308,1492,0
32817,308,1324,0
32818,308,986,0
32819,308,1392,0
32820,308,1516,0
32821,308,1240,0
32822,308,1342,0
32823,308,1225,0
32824,308,292,0
32825,308,1486,0
32826,308,46,0
32827,308,78,0
32828,308,847,0
32829,308,1124,0
32830,308,1196,0
32831,308,548,0
32832,308,1538,0
32833,308,731,0
32834,308,1228,0
32835,308,37,0
32836,308,769,0
32837,308,1348,0
32838,308,1122,0
32839,308,861,0
32840,308,735,0
32841,308,1403,0
32842,308,335,0
32843,308,534,0
32844,308,1123,0
32845,308,1485,0
32846,308,914,0
32847,308,674,0
32848,308,1508,0
32849,308,305,0
32850,308,1230,0
32851,308,297,0
32852,308,1105,0
32853,308,1128,0
32854,308,789,0
32855,308,1459,0
32856,308,1242,0
32857,308,702,0
32858,308,882,0
32859,308,1083,0
32860,308,1363,0
32861,308,1472,0
32862,308,784,0
32863,308,405,0
32864,308,316,0
32865,308,535,0
32866,308,286,0
32867,308,1605,0
32868,308,1664,0
32869,308,903,0
32870,308,585,0
32871,308,1426,0
32872,308,1157,0
32873,308,1253,0
32874,308,636,0
32875,308,1410,0
32876,308,894,0
32877,308,38,0
32878,308,114,0
32879,308,1384,0
32880,308,1502,0
32881,308,669,0
32882,308,901,0
32883,308,819,0
32884,308,1444,0
32885,308,1079,0
32886,308,1613,0
32887,308,1467,0
32888,308,623,0
32889,308,765,0
32890,308,1392,0
32891,308,890,0
32892,308,1080,0
32893,308,1036,0
32894,308,508,0
32895,308,34,0
32896,308,468,0
32897,308,1042,0
32898,308,1175,0
32899,308,244,0
32900,308,845,0
32901,308,1469,0
32902,308,1586,0
32903,308,788,0
32904,308,1042,0
32905,308,832,0
32906,308,1085,0
32907,308,764,0
32908,308,1355,0
32909,308,1525,0
32910,308,731,0
32911,308,830,0
32912,308,1512,0
32913,308,438,0
32914,308,964,0
32915,308,331,0
32916,308,1609,0
32917,308,813,0
32918,308,103,0
32919,308,668,0
32920,308,478,0
32921,308,1057,0
32922,308,821,0
32923,308,731,0
32924,308,1596,0
32925,308,941,0
32926,308,1562,0
32927,308,1162,0
32928,308,1294,0
32929,308,1228,0
32930,308,90,0
32931,308,753,0
32932,308,1470,0
32933,308,543,0
32934,308,1360,0
32935,308,560,0
32936,308,409,0
32937,308,1292,0
32938,308,1622,0
32939,308,1445,0
32940,308,769,0
32941,308,1182,0
32942,308,503,0
32943,308,1528,0
32944,308,1585,0
32945,308,710,0
32946,308,973,0
32947,308,599,0
32948,308,1645,0
32949,308,1667,0
32950,308,651,0
32951,308,859,0
32952,308,1131,0
32953,308,535,0
32954,308,926,0
32955,308,1527,0
32956,308,957,0
32957,308,680,0
32958,308,266,0
32959,308,389,0
32960,308,1571,0
32961,308,1106,0
32962,308,1360,0
32963,308,1575,0
32964,308,682,0
32965,308,1622,0
32966,308,993,0
32967,308,897,0
32968,308,1274,0
32969,308,905,0
32970,308,562,0
32971,308,1407,0
32972,308,1320,0
32973,308,1633,0
32974,308,3,0
32975,308,1431,0
32976,308,1201,0
32977,308,1137,0
32978,308,358,0
32979,308,1373,0
32980,308,1650,0
32981,308,587,0
32982,308,1037,0
32983,308,1299,0
32984,308,1564,0
32985,308,327,0
32986,308,861,0
32987,308,594,0
32988,308,1090,0
32989,308,619,0
32990,308,228,0
32991,308,1105,0
32992,308,1566,0
32993,308,86,0
32994,308,757,0
32995,308,1395,0
32996,308,437,0
32997,308,697,0
32998,308,1030,0
32999,308,1219,0
33000,308,630,0
33001,308,1433,0
33002,308,1313,0
33003,308,101,0
33004,308,807,0
33005,308,1375,0
33006,308,1588,0
33007,308,221,0
33008,308,918,0
33009,308,1628,0
33010,308,813,0
33011,308,1012,0
33012,308,687,0
33013,308,1285,0
33014,308,1493,0
33015,308,1274,0
33016,308,608,0
33017,308,1258,0
33018,308,917,0
33019,308,380,0
33020,308,1328,0
33021,308,738,0
33022,308,925,0
33023,308,1241,0
33024,308,413,0
33025,308,902,0
33026,308,1410,0
33027,308,622,0
33028,308,1524,0
33029,308,855,0
33030,308,409,0
33031,308,34,0
33032,308,539,0
33033,308,114,0
33034,308,422,0
33035,308,353,0
33036,308,1313,0
33037,309,360,0
33038,309,838,0
33039,309,553,0
33040,309,946,0
33041,309,1643,0
33042,309,675,0
33043,309,1682,0
33044,309,1164,0
33045,309,1069,0
33046,309,1033,0
33047,309,110,0
33048,309,131,0
33049,309,945,0
33050,309,556,0
33051,309,1558,0
33052,309,440,0
33053,309,105,0
33054,309,498,0
33055,309,1593,0
33056,309,131,0
33057,310,1492,0
33058,310,754,0
33059,310,1305,0
33060,310,364,0
33061,310,1551,0
33062,310,355,0
33063,310,589,0
33064,310,718,0
33065,310,432,0
33066,310,822,0
33067,310,818,0
33068,310,171,0
33069,310,1401,0
33070,310,1078,0
33071,310,515,0
33072,310,502,0
33073,310,709,0
33074,310,663,0
33075,310,66,0
33076,310,730,0
33077,310,549,0
33078,311,928,0
33079,311,886,0
33080,311,220,0
33081,311,791,0
33082,311,459,0
33083,311,1082,0
33084,311,1653,0
33085,311,319,0
33086,311,1265,0
33087,311,1145,0
33088,311,1655,0
33089,311,963,0
33090,311,163,0
33091,311,1032,0
33092,311,137,0
33093,311,1566,0
33094,311,1289,0
33095,311,838,0
33096,311,558,0
33097,311,869,0
33098,311,1507,0
33099,311,1517,0
33100,311,686,0
33101,311,1660,0
33102,311,298,0
33103,311,1370,0
33104,311,1639,0
33105,311,709,0
33106,311,1503,0
33107,311,1548,0
33108,311,693,0
33109,311,971,0
33110,311,1451,0
33111,311,909,0
33112,311,744,0
33113,311,641,0
33114,311,1132,0
33115,311,1557,0
33116,311,1455,0
33117,311,800,0
33118,311,355,0
33119,311,1471,0
33120,311,305,0
33121,311,593,0
33122,311,207,0
33123,311,447,0
33124,311,281,0
33125,311,659,0
33126,311,631,0
33127,311,1257,0
33128,311,1638,0
33129,311,1151,0
33130,311,107,0
33131,311,982,0
33132,311,792,0
33133,311,506,0
33134,311,223,0
33135,311,1249,0
33136,311,19,0
33137,311,524,0
33138,311,1099,0
33139,311,1616,0
33140,311,313,0
33141,311,37,0
33142,311,286,0
33143,311,871,0
33144,311,11,0
33145,311,1122,0
33146,311,1008,0
33147,311,1008,0
33148,311,1283,0
33149,311,140,0
33150,311,1336,0
33151,311,373,0
33152,311,1491,0
33153,311,1087,0
33154,311,1071,0
33155,311,911,0
33156,311,92,0
33157,311,1512,0
33158,311,685,0
33159,311,814,0
33160,311,1537,0
33161,311,805,0
33162,311,1206,0
33163,311,1289,0
33164,311,1413,0
33165,311,1547,0
33166,311,587,0
33167,311,1158,0
33168,311,572,0
33169,311,1005,0
33170,311,734,0
33171,311,1514,0
33172,311,1555,0
33173,311,1090,0
33174,311,1172,0
33175,311,1136,0
33176,311,1082,0
33177,311,1530,0
33178,311,42,0
33179,311,467,0
33180,311,889,0
33181,311,1551,0
33182,311,879,0
33183,311,1414,0
33184,311,383,0
33185,311,320,0
33186,311,557,0
33187,311,625,0
33188,311,580,0
33189,311,1308,0
33190,311,1162,0
33191,311,1500,0
33192,311,249,0
33193,311,1475,0
33194,311,291,0
33195,311,1026,0
33196,311,52,0
33197,311,902,0
33198,311,624,0
33199,311,361,0
33200,311,1679,0
33201,311,1166,0
33202,311,2,0
33203,311,1623,0
33204,311,298,0
33205,311,608,0
33206,311,206,0
33207,311,773,0
33208,311,772,0
33209,311,1209,0
33210,311,1681,0
33211,311,866,0
33212,311,1545,0
33213,311,1454,0
33214,311,336,0
33215,311,1534,0
33216,311,710,0
33217,311,1044,0
33218,311,1194,0
33219,311,886,0
33220,311,776,0
33221,311,1682,0
33222,311,1341,0
33223,311,911,0
33224,311,1250,0
33225,311,1468,0
33226,311,1106,0
33227,311,919,0
33228,311,1076,0
33229,311,450,0
33230,311,633,0
33231,311,918,0
33232,311,1436,0
33233,311,351,0
33234,311,1338,0
33235,311,795,0
33236,311,458,0
33237,311,408,0
33238,311,1076,0
33239,311,1415,0
33240,311,741,0
33241,311,1033,0
33242,311,463,0
33243,311,111,0
33244,311,1027,0
33245,311,474,0
33246,311,461,0
33247,311,543,0
33248,311,34,0
33249,311,997,0
33250,311,401,0
33251,311,124,0
33252,311,1282,0
33253,311,1428,0
33254,311,827,0
33255,311,1204,0
33256,311,271,0
33257,311,113,0
33258,311,532,0
33259,311,1111,0
33260,311,477,0
33261,311,1164,0
33262,311,1410,0
33263,311,1254,0
33264,311,280,0
33265,311,1010,0
33266,311,149,0
33267,311,983,0
33268,311,105,0
33269,311,1290,0
33270,311,1433,0
33271,311,1244,0
33272,311,1661,0
33273,311,1412,0
33274,311,1317,0
33275,311,500,0
33276,311,285,0
33277,311,497,0
33278,311,405,0
33279,311,1167,0
33280,311,514,0
33281,311,1001,0
33282,311,1139,0
33283,311,565,0
33284,311,912,0
33285,311,1018,0
33286,311,733,0
33287,311,1136,0
33288,311,533,0
33289,311,1432,0
33290,311,253,0
33291,311,960,0
33292,311,1144,0
33293,311,267,0
33294,311,1408,0
33295,311,1213,0
33296,311,108,0
33297,311,1065,0
33298,311,87,0
33299,311,1564,0
33300,311,1319,0
33301,311,752,0
33302,311,430,0
33303,311,810,0
33304,311,1043,0
33305,311,552,0
33306,311,1070,0
33307,311,261,0
33308,311,1573,0
33309,311,1141,0
33310,311,831,0
33311,311,736,0
33312,311,710,0
33313,311,1565,0
33314,311,1476,0
33315,311,27,0
33316,311,1096,0
33317,311,52,0
33318,311,270,0
33319,311,1143,0
33320,311,1522,0
33321,311,286,0
33322,311,7,0
33323,311,929,0
33324,311,1414,0
33325,311,707,0
33326,311,1528,0
33327,311,360,0
33328,311,811,0
33329,311,1380,0
33330,311,924,0
33331,311,1294,0
33332,311,792,0
33333,311,791,0
33334,311,1649,0
33335,311,506,0
33336,311,84,0
33337,311,259,0
33338,311,545,0
33339,311,1644,0
33340,311,289,0
33341,311,1301,0
33342,311,500,0
33343,311,1239,0
33344,311,1522,0
33345,311,1677,0
33346,311,40,0
33347,311,910,0
33348,311,1676,0
33349,311,1025,0
33350,311,287,0
33351,311,1651,0
33352,311,1383,0
33353,311,1136,0
33354,311,1141,0
33355,311,1614,0
33356,311,259,0
33357,311,1394,0
33358,311,558,0
33359,311,1055,0
33360,311,331,0
33361,311,922,0
33362,311,291,0
33363,311,1343,0
33364,311,910,0
33365,311,1064,0
33366,311,1604,0
33367,311,706,0
33368,311,589,0
33369,311,1459,0
33370,311,1314,0
33371,311,1001,0
33372,312,438,0
33373,312,890,0
33374,312,1648,0
33375,312,1037,0
33376,312,707,0
33377,312,16,0
33378,312,1608,0
33379,312,857,0
33380,312,68,0
33381,312,1475,0
33382,312,338,0
33383,312,1423,0
33384,312,674,0
33385,312,159,0
33386,312,1479,0
33387,312,328,0
33388,312,1393,0
33389,312,721,0
33390,312,224,0
33391,312,1652,0
33392,312,111,0
33393,312,750,0
33394,312,558,0
33395,312,1549,0
33396,312,273,0
33397,312,1290,0
33398,312,1493,0
33399,312,1098,0
33400,312,381,0
33401,312,402,0
33402,312,387,0
33403,312,704,0
33404,312,624,0
33405,312,335,0
33406,312,748,0
33407,312,351,0
33408,312,1237,0
33409,312,617,0
33410,312,239,0
33411,312,681,0
33412,312,1503,0
33413,312,300,0
33414,312,534,0
33415,312,405,0
33416,312,1502,0
33417,312,626,0
33418,312,1366,0
33419,312,1352,0
33420,312,1062,0
33421,312,266,0
33422,312,522,0
33423,312,893,0
33424,312,1157,0
33425,312,897,0
33426,312,904,0
33427,312,1646,0
33428,312,1352,0
33429,312,1513,0
33430,312,1052,0
33431,312,1333,0
33432,312,815,0
33433,312,545,0
33434,312,80,0
33435,312,1378,0
33436,312,969,0
33437,312,112,0
33438,312,1498,0
33439,312,1200,0
33440,312,370,0
33441,312,664,0
33442,312,693,0
33443,312,539,0
33444,312,502,0
33445,312,893,0
33446,312,150,0
33447,312,748,0
33448,312,1147,0
33449,312,590,0
33450,312,1436,0
33451,312,1436,0
33452,312,72,0
33453,312,538,0
33454,312,1572,0
33455,312,1462,0
33456,312,996,0
33457,312,1218,0
33458,312,273,0
33459,312,1631,0
33460,312,1199,0
33461,312,1408,0
33462,312,689,0
33463,312,380,0
33464,312,1143,0
33465,312,678,0
33466,312,1019,0
33467,312,710,0
33468,312,303,0
33469,312,1098,0
33470,312,800,0
33471,312,449,0
33472,312,1422,0
33473,312,146,0
33474,312,764,0
33475,312,799,0
33476,312,246,0
33477,312,1401,0
33478,312,106,0
33479,312,701,0
33480,312,1336,0
33481,312,229,0
33482,312,1004,0
33483,312,110,0
33484,312,1265,0
33485,312,735,0
33486,312,637,0
33487,312,799,0
33488,312,882,0
33489,312,327,0
33490,312,1560,0
33491,312,388,0
33492,312,1186,0
33493,312,902,0
33494,312,215,0
33495,312,1045,0
33496,312,1142,0
33497,312,818,0
33498,312,239,0
33499,312,965,0
33500,312,1666,0
33501,312,416,0
33502,312,1097,0
33503,312,807,0
33504,312,216,0
33505,312,771,0
33506,312,815,0
33507,312,1420,0
33508,312,249,0
33509,312,112,0
33510,312,1397,0
33511,312,1570,0
33512,312,1407,0
33513,312,1549,0
33514,312,668,0
33515,312,321,0
33516,312,869,0
33517,312,1675,0
33518,312,128,0
33519,312,1501,0
33520,312,416,0
33521,312,212,0
33522,312,1059,0
33523,312,1025,0
33524,312,1674,0
33525,312,230,0
33526,312,1532,0
33527,312,394,0
33528,312,341,0
33529,312,585,0
33530,312,365,0
33531,312,504,0
33532,312,1524,0
33533,312,1268,0
33534,312,1583,0
33535,312,1566,0
33536,312,799,0
33537,312,983,0
33538,312,1077,0
33539,312,787,0
33540,312,334,0
33541,312,1121,0
33542,312,1325,0
33543,312,117,0
33544,312,1519,0
33545,312,1606,0
33546,312,1225,0
33547,312,77,0
33548,312,1314,0
33549,312,1036,0
33550,312,1550,0
33551,312,851,0
33552,312,1394,0
33553,312,867,0
33554,312,1289,0
33555,312,252,0
33556,312,450,0
33557,312,53,0
33558,312,1455,0
33559,312,327,0
33560,312,1598,0
33561,312,460,0
33562,312,1429,0
33563,312,1383,0
33564,312,1574,0
33565,312,729,0
33566,312,1262,0
33567,312,508,0
33568,312,1343,0
33569,312,280,0
33570,312,843,0
33571,312,1076,0
33572,312,1001,0
33573,312,549,0
33574,312,196,0
33575,312,1523,0
33576,312,764,0
33577,312,1173,0
33578,312,1604,0
33579,312,1422,0
33580,312,797,0
33581,312,30,0
33582,312,1070,0
33583,312,1100,0
33584,312,1082,0
33585,312,1315,0
33586,312,885,0
33587,312,545,0
33588,312,942,0
33589,312,830,0
33590,312,295,0
33591,312,348,0
33592,312,261,0
33593,312,1251,0
33594,312,1561,0
33595,313,38,0
33596,313,1013,0
33597,313,1391,0
33598,313,1537,0
33599,313,1354,0
33600,313,43,0
33601,313,1463,0
33602,313,1146,0
33603,313,681,0
33604,313,1222,0
33605,313,165,0
33606,313,772,0
33607,313,564,0
33608,313,1361,0
33609,313,1100,0
33610,313,510,0
33611,313,1359,0
33612,313,1215,0
33613,313,1666,0
33614,313,1125,0
33615,313,1366,0
33616,313,924,0
33617,313,1640,0
33618,313,1270,0
33619,313,978,0
33620,313,61,0
33621,313,1452,0
33622,313,129,0
33623,313,283,0
33624,313,893,0
33625,313,434,0
33626,313,1454,0
33627,313,890,0
33628,313,184,0
33629,313,1269,0
33630,313,925,0
33631,313,808,0
33632,313,179,0
33633,313,682,0
33634,313,1139,0
33635,313,1608,0
33636,313,953,0
33637,313,345,0
33638,313,1298,0
33639,313,614,0
33640,313,880,0
33641,313,1101,0
33642,313,1472,0
33643,313,1289,0
33644,313,1550,0
33645,313,1182,0
33646,313,802,0
33647,313,540,0
33648,313,1653,0
33649,313,903,0
33650,313,870,0
33651,313,930,0
33652,313,317,0
33653,313,1375,0
33654,313,765,0
33655,313,919,0
33656,313,836,0
33657,313,1563,0
33658,313,906,0
33659,313,1014,0
33660,313,1602,0
33661,313,1054,0
33662,313,951,0
33663,313,319,0
33664,313,903,0
33665,313,1631,0
33666,313,592,0
33667,313,1252,0
33668,313,137,0
33669,313,581,0
33670,313,697,0
33671,313,1043,0
33672,313,387,0
33673,313,998,0
33674,313,1364,0
33675,313,196,0
33676,313,445,0
33677,313,383,0
33678,313,1612,0
33679,313,1538,0
33680,313,269,0
33681,313,336,0
33682,313,920,0
33683,313,327,0
33684,313,847,0
33685,313,18,0
33686,313,689,0
33687,313,1288,0
33688,313,541,0
33689,313,342,0
33690,313,1265,0
33691,313,1101,0
33692,313,512,0
33693,313,472,0
33694,313,1387,0
33695,313,794,0
33696,313,943,0
33697,313,548,0
33698,313,332,0
33699,313,21,0
33700,313,783,0
33701,313,679,0
33702,313,1427,0
33703,313,1144,0
33704,313,621,0
33705,313,870,0
33706,313,1414,0
33707,313,1132,0
33708,313,1491,0
33709,313,1517,0
33710,313,1592,0
33711,313,1287,0
33712,313,138,0
33713,313,1506,0
33714,313,1028,0
33715,313,850,0
33716,313,666,0
33717,313,1321,0
33718,313,695,0
33719,313,589,0
33720,313,766,0
33721,313,859,0
33722,313,540,0
33723,313,1532,0
33724,313,1174,0
33725,313,830,0
33726,313,854,0
33727,313,1089,0
33728,313,999,0
33729,313,1433,0
33730,313,1511,0
33731,313,1094,0
33732,313,1592,0
33733,313,972,0
33734,313,973,0
33735,313,1020,0
33736,313,598,0
33737,313,296,0
33738,313,1052,0
33739,313,30,0
33740,313,1330,0
33741,313,805,0
33742,313,987,0
33743,313,785,0
33744,313,1028,0
33745,313,371,0
33746,313,468,0
33747,313,11,0
33748,313,1140,0
33749,313,571,0
33750,313,548,0
33751,313,884,0
33752,313,382,0
33753,313,835,0
33754,313,1570,0
33755,313,993,0
33756,313,1274,0
33757,313,907,0
33758,313,1436,0
33759,313,1505,0
33760,313,1001,0
33761,313,747,0
33762,313,1550,0
33763,313,1506,0
33764,313,513,0
33765,313,1393,0
33766,313,1518,0
33767,313,1039,0
33768,313,1658,0
33769,313,732,0
33770,313,771,0
33771,313,1130,0
33772,313,776,0
33773,313,1397,0
33774,313,647,0
33775,313,595,0
33776,313,1591,0
33777,313,112,0
33778,313,878,0
33779,313,1265,0
33780,313,808,0
33781,313,373,0
33782,313,57,0
33783,313,1441,0
33784,313,315,0
33785,313,1567,0
33786,313,1330,0
33787,313,217,0
33788,313,950,0
33789,313,284,0
33790,313,1153,0
33791,313,1297,0
33792,313,442,0
33793,313,338,0
33794,313,1080,0
33795,313,518,0
33796,313,590,0
33797,313,791,0
33798,313,42,0
33799,313,422,0
33800,313,666,0
33801,313,346,0
33802,313,1477,0
33803,313,90,0
33804,313,646,0
33805,313,1561,0
33806,313,1669,0
33807,313,703,0
33808,313,1522,0
33809,313,869,0
33810,313,1084,0
33811,313,1046,0
33812,313,424,0
33813,313,1551,0
33814,313,1126,0
33815,313,1412,0
33816,313,1151,0
33817,313,1115,0
33818,313,109,0
33819,313,1107,0
33820,313,1462,0
33821,313,1600,0
33822,313,698,0
33823,313,470,0
33824,313,1300,0
33825,313,249,0
33826,313,1082,0
33827,313,1404,0
33828,313,867,0
33829,313,1446,0
33830,313,602,0
33831,313,345,0
33832,313,1428,0
33833,313,1647,0
33834,313,1157,0
33835,313,1000,0
33836,313,1522,0
33837,313,1584,0
33838,313,1620,0
33839,313,1519,0
33840,313,1538,0
33841,313,666,0
33842,313,797,0
33843,313,775,0
33844,313,1483,0
33845,313,792,0
33846,313,11,0
33847,313,1353,0
33848,313,671,0
33849,313,1634,0
33850,313,1142,0
33851,313,173,0
33852,313,685,0
33853,313,1018,0
33854,313,78,0
33855,313,438,0
33856,313,1141,0
33857,314,848,0
33858,314,988,0
33859,314,1027,0
33860,314,305,0
33861,314,908,0
33862,314,465,0
33863,314,172,0
33864,314,856,0
33865,314,1234,0
33866,314,1325,0
33867,314,1416,0
33868,314,1510,0
33869,314,514,0
33870,314,1580,0
33871,314,1427,0
33872,314,487,0
33873,314,1124,0
33874,314,162,0
33875,314,1554,0
33876,314,834,0
33877,314,951,0
33878,314,233,0
33879,314,1410,0
33880,314,868,0
33881,314,1634,0
33882,314,50,0
33883,314,919,0
33884,314,1191,0
33885,314,51,0
33886,314,75,0
33887,314,901,0
33888,314,1309,0
33889,314,502,0
33890,314,1532,0
33891,314,510,0
33892,314,1664,0
33893,314,644,0
33894,314,1362,0
33895,314,1334,0
33896,314,1309,0
33897,314,312,0
33898,314,1522,0
33899,314,1667,0
33900,314,1133,0
33901,314,886,0
33902,314,343,0
33903,314,678,0
33904,314,1283,0
33905,314,1261,0
33906,314,1670,0
33907,314,462,0
33908,314,1670,0
33909,314,1185,0
33910,314,1435,0
33911,314,511,0
33912,314,1105,0
33913,314,1224,0
33914,314,893,0
33915,314,77,0
33916,314,1268,0
33917,314,422,0
33918,314,231,0
33919,314,668,0
33920,314,299,0
33921,314,136,0
33922,314,636,0
33923,314,738,0
33924,314,1318,0
33925,314,1671,0
33926,314,311,0
33927,314,426,0
33928,314,1539,0
33929,314,374,0
33930,314,1582,0
33931,314,709,0
33932,314,1633,0
33933,314,636,0
33934,314,1678,0
33935,314,1319,0
33936,314,1488,0
33937,314,574,0
33938,314,487,0
33939,314,1671,0
33940,314,1247,0
33941,314,619,0
33942,314,701,0
33943,314,976,0
33944,314,249,0
33945,314,1116,0
33946,314,1004,0
33947,314,1268,0
33948,314,514,0
33949,314,1081,0
33950,314,19,0
33951,314,875,0
33952,314,1098,0
33953,314,176,0
33954,314,159,0
33955,314,664,0
33956,314,678,0
33957,314,903,0
33958,314,560,0
33959,314,1256,0
33960,314,1192,0
33961,314,1219,0
33962,314,1645,0
33963,314,1561,0
33964,314,1379,0
33965,314,1116,0
33966,314,910,0
33967,314,1523,0
33968,314,1579,0
33969,314,844,0
33970,314,506,0
33971,314,1487,0
33972,314,1079,0
33973,314,291,0
33974,314,1265,0
33975,314,491,0
33976,314,678,0
33977,314,273,0
33978,314,272,0
33979,314,316,0
33980,314,213,0
33981,314,1524,0
33982,314,760,0
33983,314,1597,0
33984,314,20,0
33985,314,1149,0
33986,314,1419,0
33987,314,534,0
33988,314,1597,0
33989,314,572,0
33990,314,649,0
33991,314,248,0
33992,314,648,0
33993,314,133,0
33994,314,636,0
33995,314,1513,0
33996,314,1542,0
33997,314,234,0
33998,314,1348,0
33999,314,199,0
34000,314,1316,0
34001,314,346,0
34002,314,238,0
34003,314,299,0
34004,314,1434,0
34005,314,1474,0
34006,314,259,0
34007,314,805,0
34008,314,551,0
34009,314,1621,0
34010,314,58,0
